!Series_title	"Amyotrophic lateral sclerosis"
!Series_geo_accession	"GSE833"
!Series_status	"Public on Nov 14 2003"
!Series_submission_date	"Nov 11 2003"
!Series_last_update_date	"Jul 08 2016"
!Series_pubmed_id	"14645737"
!Series_summary	"Identification of amyotrophic lateral sclerosis (ALS) associated genes. Post mortem spinal cord grey matter from sporadic and familial ALS patients compared with controls."
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Fernando,,Dangond"
!Series_contributor	"Robert,H,Brown"
!Series_contributor	"Steven,R,Gullans"
!Series_sample_id	"GSM6826 GSM6827 GSM6828 GSM6829 GSM6830 GSM6831 GSM6832 GSM6833 GSM6834 GSM6835 GSM6836 "
!Series_contact_name	"Fernando,,Dangond"
!Series_contact_email	"fdangond@rics.bwh.harvard.edu"
!Series_contact_phone	"617-768-8597"
!Series_contact_department	" "
!Series_contact_institute	"Brigham and Women's Hospital Laboratories"
!Series_contact_address	" "
!Series_contact_city	"Cambridge"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02139"
!Series_contact_country	"USA"
!Series_platform_id	"GPL80"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA87835"

!Sample_title	"Control gray matter 1"	"ALS gray matter 6 Sporadic"	"ALS gray matter 7 Sporadic"	"Control gray matter 2"	"Control gray matter 3"	"Control gray matter 4"	"ALS gray matter 1 Familial"	"ALS gray matter 2 Familial"	"ALS gray matter 3 Sporadic"	"ALS gray matter 4 Sporadic"	"ALS gray matter 5 Sporadic"
!Sample_geo_accession	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
!Sample_status	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"
!Sample_submission_date	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"
!Sample_last_update_date	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"
!Sample_platform_id	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"
!Sample_contact_name	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"
!Sample_contact_email	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"
!Sample_contact_phone	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"
!Sample_contact_department	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_institute	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"
!Sample_contact_address	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_city	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"
!series_matrix_table_begin
"ID_REF"	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
"D13643_at"	38053	20	4807	29195	13978	9354	18928	3606	8410	13534	14288
"D13644_at"	266	869	11	274	20	20	20	3	20	20	261
"D13645_at"	20	706	20	20	20	20	20	20	20	20	20
"D13666_s_at"	318	20	62	863	97	20	20	208	20	49	259
"D13705_s_at"	4059	8198	1861	8820	3932	6154	549	2610	3086	2144	1049
"D13720_s_at"	533	1443	251	911	20	20	74	352	273	498	671
"D13748_at"	6662	16837	11972	2139	8472	5330	21876	13220	23340	13190	7712
"D13789_at"	20	725	20	20	20	20	20	20	20	20	20
"D13814_s_at"	20	1730	684	436	20	616	212	20	105	20	868
"D13897_rna2_at"	2075	3171	1535	4260	20	213	1087	48	757	506	2502
"D13900_at"	17430	14677	18026	18385	15659	13668	22164	13597	23343	15109	20384
"D13969_at"	20	20	20	20	20	220	20	20	299	20	20
"D13988_at"	1057	3551	2989	20	4224	3668	2508	1222	4003	1866	539
"D14043_at"	3962	2474	2533	3365	1593	2461	8484	3458	8501	5936	7977
"D14134_at"	20	1068	20	20	20	20	116	20	133	20	20
"D14446_at"	1370	3427	398	1404	1019	1244	454	585	453	130	542
"D14497_at"	20	1815	109	172	284	20	85	20	211	76	34
"D14520_at"	326	20	20	1496	431	20	544	1018	20	620	778
"D14530_at"	61571	31701	28565	53234	50061	32295	45882	35659	49588	24830	25888
"D14533_at"	622	91	20	450	20	20	20	20	20	20	42
"D14657_at"	162	2725	352	114	1397	105	430	47	312	82	595
"D14658_at"	6356	5043	6414	4624	6522	5512	14996	6497	13176	7488	5132
"D14659_at"	1597	1024	1336	495	2020	1472	4435	910	3322	2335	1167
"D14660_at"	170	20	55	237	606	405	543	183	293	20	301
"D14661_at"	828	830	465	315	1587	1268	898	1091	1101	811	576
"D14662_at"	10266	14152	5924	7820	4934	5251	9328	5439	5297	3715	3398
"D14663_at"	1828	866	1792	2869	1518	3245	3341	1413	1866	1956	2087
"D14664_at"	524	20	338	664	809	6	1066	820	798	710	695
"D14678_at"	136	20	20	20	20	20	20	20	20	20	20
"D14686_at"	232	20	1107	2120	1110	20	20	20	1439	89	761
"D14689_at"	1718	307	1930	2939	2415	1117	4230	2696	2822	2676	3105
"D14694_at"	6620	9037	4418	7073	6756	6081	8172	3959	6690	5072	6024
"D14695_at"	1801	4597	1501	4707	2240	2098	3156	1532	2007	1195	1657
"D14710_at"	5870	14959	13850	20	12879	25190	32272	11493	15470	9192	8358
"D14811_at"	1646	1276	1221	1170	1440	20	673	896	449	1072	349
"D14812_at"	18888	10937	13834	18462	10573	11810	26132	11432	20988	8279	11384
"D14822_at"	497	6038	200	1591	194	17	20	20	181	101	20
"D14823_at"	20	1899	20	103	354	20	213	428	20	46	20
"D14826_s_at"	505	20	505	173	795	451	808	244	21	844	222
"D14827_at"	278	4836	4	757	20	102	18	948	1841	1667	90
"D14838_at"	20	3437	58	20	1400	1889	382	20	411	20	20
"D14874_at"	743	3164	836	3046	1973	1042	3807	1054	4326	1361	572
"D14878_at"	1509	824	1391	2780	1823	1553	2065	1013	1434	917	1575
"D14889_at"	2312	3521	3117	2327	4642	2111	7317	1450	6049	3306	3138
"D15049_at"	1195	3190	1710	1379	20	905	857	848	3323	939	1664
"D15050_at"	2278	6850	785	3778	5388	3083	2227	2382	3864	1749	1196
"D15057_at"	4499	1032	3860	2845	4608	4316	9595	3745	9416	3595	2764
"D16105_at"	2228	7401	5441	5831	4959	4144	1210	1743	2321	1773	3984
"D16154_at"	20	20	81	20	278	20	20	20	20	20	20
"D16181_at"	12267	5693	16094	12020	4417	5569	36947	19124	44462	16765	8120
"D16217_at"	3815	8000	5460	6265	6544	4248	4486	3593	7478	2784	3843
"D16227_at"	20	20	184	20	20	310	179	20	522	20	20
"D16294_at"	1297	122	805	2680	1174	1174	4410	1284	1772	1055	75
"D16350_at"	20	1396	154	20	2383	363	57	173	204	67	68
"D16469_at"	10192	13752	3850	7923	2242	6884	12181	9598	8773	7060	5680
"D16480_at"	20	20	3468	20	1439	1671	5954	6118	2380	7373	1542
"D16481_at"	3508	1580	5275	1106	1796	3322	6572	4535	3121	6854	6275
"D16532_at"	86	4503	207	320	325	278	1136	35	529	587	20
"D16562_at"	6179	22554	14408	3824	17233	17478	16727	8503	15795	12671	10359
"D16581_at"	4642	15776	3847	5928	2303	3205	3768	4060	4941	3339	1820
"D16583_at"	20	20	439	20	20	20	209	20	20	20	20
"D16593_at"	2698	9731	4052	2230	6072	3553	2171	1487	4275	2031	1462
"D16611_s_at"	100	46	623	870	833	758	100	20	20	362	638
"D16626_at"	20	2894	20	20	20	132	20	20	20	20	20
"D16688_s_at"	20	20	20	20	20	64	89	20	20	236	20
"D16815_at"	20	20	20	20	20	20	20	20	351	20	20
"D16827_s_at"	20	20	20	20	20	20	20	20	20	20	20
"D17357_at"	147	1432	20	1299	20	328	217	112	80	298	1591
"D17390_at"	20	20	20	20	20	20	20	20	20	20	20
"D17391_at"	20	2260	20	38	20	20	20	20	20	20	20
"D17400_at"	255	20	207	20	1608	2467	2212	20	2517	726	350
"D17408_s_at"	20	975	20	20	995	20	210	546	222	114	20
"D17427_at"	892	2520	955	251	546	20	200	234	20	83	432
"D17461_at"	20	1983	20	1047	20	20	20	20	48	20	20
"D17516_at"	244	1951	20	20	20	20	20	613	20	20	20
"D17525_at"	3727	8746	4104	9533	4852	3160	1654	1462	5782	2752	4939
"D17532_at"	273	1445	550	20	3	2523	28	367	778	199	430
"D17547_at"	71	730	198	770	841	20	20	137	20	413	279
"D17570_s_at"	20	20	20	20	3	20	20	20	20	20	20
"D17716_at"	1098	2203	3157	3802	20	1658	1808	20	20	1425	1912
"D17793_at"	572	20	780	1200	721	20	457	730	587	574	827
"D21063_at"	1857	20	20	20	20	20	454	20	2246	1543	953
"D21089_at"	9010	13346	7463	6725	2709	6920	6242	5391	6449	6102	4113
"D21090_at"	611	2134	432	1149	940	1199	1305	1058	2414	903	327
"D21163_at"	354	20	20	20	20	20	111	20	955	4	801
"D21205_at"	20	20	20	20	20	20	20	20	20	20	20
"D21235_at"	3754	5664	4263	2810	1445	2259	3149	4176	3609	5935	7022
"D21239_at"	20	1129	20	20	2147	422	823	20	20	20	20
"D21241_xpt1_s_at"	555	20	20	263	231	20	131	20	414	249	255
"D21255_at"	160	20	20	20	964	32	952	597	1730	303	20
"D21260_at"	8087	1943	9457	5209	5801	11165	16513	6903	15345	6178	4702
"D21261_at"	16733	31703	23704	32366	27132	13139	60644	41552	63916	50431	18992
"D21262_at"	1584	20	20	43	220	20	945	163	1168	242	63
"D21267_at"	6272	9334	6267	939	7163	22823	12757	1364	18711	3366	630
"D21337_at"	107	2584	20	503	162	553	206	148	20	20	20
"D21851_at"	1086	4390	934	1544	1441	1266	1348	573	1171	493	1466
"D21852_at"	1179	2195	1451	1053	20	514	1688	1067	2039	1229	2527
"D21853_at"	2956	7544	4069	1984	4031	3055	5654	2583	5298	4992	5236
"D21878_at"	20	3392	20	20	20	20	89	20	65	9	20
"D23660_at"	30818	50169	42012	22600	58243	41010	61029	48281	71514	56190	46537
"D23662_at"	7846	14145	7963	12322	9155	12341	19997	12217	14655	11577	16116
"D23673_at"	17529	13074	11784	20498	17391	9844	13577	8497	20313	11431	19417
"D25215_at"	20	20	149	20	20	228	758	102	20	476	20
"D25216_at"	13357	11429	2623	9843	2831	9613	8499	4385	12501	3984	10704
"D25217_at"	8537	10926	9757	11498	4539	4545	10443	8261	9049	8030	13307
"D25218_at"	1275	1697	1836	1780	534	758	2038	1235	2881	996	1438
"D25248_at"	2159	20	619	3747	1083	985	1039	1220	806	762	948
"D25274_at"	22812	6291	14816	15062	16424	15617	39224	17064	45861	25748	24263
"D25278_at"	409	2540	1457	20	20	1389	1665	658	2146	1380	400
"D25303_at"	2196	20	1489	5683	277	661	802	1035	1747	81	353
"D25304_at"	772	38	1193	733	2566	20	1219	799	1348	365	2453
"D25328_at"	477	1253	1520	20	989	2439	3895	1042	1502	2076	20
"D25538_at"	1071	20	640	1290	20	766	773	361	978	570	20
"D25539_at"	422	5672	415	984	20	1306	893	478	2102	339	485
"D25547_at"	1384	2125	390	630	1285	1468	2568	447	2097	757	2515
"D26018_at"	20	20	193	20	20	20	208	73	20	178	75
"D26067_at"	632	864	1332	18	377	770	1617	389	739	117	407
"D26068_at"	16693	10386	12493	14626	15985	11317	24938	9825	22478	10276	12473
"D26069_at"	671	1103	468	796	433	561	773	466	917	446	373
"D26070_at"	308	780	427	362	20	502	226	115	513	283	824
"D26129_at"	12073	20	20929	7289	12680	15951	22326	6323	51285	15669	13046
"D26135_at"	20	20	20	20	20	20	20	20	20	20	20
"D26155_s_at"	20	20	134	428	20	192	137	282	20	20	27
"D26156_s_at"	3873	3068	2733	2855	1489	3813	849	1616	1142	1861	2118
"D26308_at"	4459	9240	7804	3699	8087	5818	11039	9007	6866	8169	3383
"D26350_at"	20	750	20	20	20	20	653	238	439	211	97
"D26361_at"	472	5637	98	1152	334	420	20	178	20	53	142
"D26362_at"	8242	9302	3822	10517	4944	3531	4877	5803	3598	5818	11513
"D26443_at"	5505	6417	8637	5688	4599	3536	7710	6018	8154	6382	4076
"D26528_at"	866	4298	659	1622	427	1209	395	212	1087	263	692
"D26535_s_at"	628	2284	1417	733	907	2472	597	1361	1245	1393	1187
"D26561_cds1_at"	20	1858	229	20	20	318	107	86	66	136	20
"D26561_cds2_at"	803	664	369	2707	922	172	133	2675	20	282	1229
"D26561_cds3_at"	55	2258	20	283	20	20	20	20	20	131	20
"D26579_at"	1370	1373	1505	3533	1442	1072	2207	1130	1179	715	1453
"D26598_at"	6510	9143	3795	7755	6684	5736	10197	6093	7551	4772	5602
"D26599_at"	5760	9887	8482	4798	7189	7114	16404	7086	17048	10782	8765
"D26600_at"	6011	10375	6531	2088	5573	6097	7832	5215	6326	4885	4342
"D28114_at"	27919	3628	5861	40565	23450	14738	15613	7086	44422	7856	26204
"D28118_at"	2315	1664	1776	4326	1559	1554	3801	1997	3622	2104	1570
"D28124_at"	10740	15381	9274	13528	15602	11003	13772	10838	17583	11853	11608
"D28137_at"	3464	3147	1898	2589	4176	1467	5539	3889	5570	3496	555
"D28235_s_at"	20	20	20	20	568	20	94	42	160	20	245
"D28364_at"	224	5643	818	804	20	403	60	968	889	556	229
"D28383_at"	20	20	1035	20	20	20	1205	543	1487	127	269
"D28416_at"	3914	6766	8120	5596	4225	3385	6016	3698	6792	3114	3445
"D28423_at"	20	20	1183	20	20	486	360	48	667	20	20
"D28473_s_at"	485	211	836	607	1417	2027	1236	563	1099	527	673
"D28476_at"	3238	3907	2815	3545	4023	3493	3646	1722	4193	1800	2223
"D28483_at"	1205	2878	961	528	87	291	807	1069	1533	810	852
"D28532_at"	1728	261	465	2700	1869	20	20	353	64	138	266
"D28539_s_at"	20	20	20	79	65	20	20	20	20	20	20
"D28588_at"	1132	1727	1229	2535	1442	623	758	959	2759	846	710
"D28589_at"	20	20	20	20	20	1000	595	1701	1892	631	249
"D28791_at"	48	20	20	290	325	395	103	20	83	171	383
"D28915_at"	3402	4973	1385	2740	2640	1386	957	1546	1734	859	541
"D29012_at"	7994	24139	11364	12499	14786	12390	14009	7743	14663	9394	8280
"D29013_at"	2309	3512	1815	4072	3372	4084	4616	2467	2929	2123	1680
"D29640_s_at"	56	83	603	20	626	461	151	378	112	288	155
"D29641_at"	344	2449	1001	20	20	621	828	20	637	411	1126
"D29642_at"	100	7009	2298	20	20	20	1551	1861	894	1708	1146
"D29643_at"	1502	2983	2560	1033	20	456	4429	2941	2103	2555	854
"D29675_at"	462	3554	20	861	405	1555	20	17	1040	407	593
"D29675_s_at"	1937	6303	1536	2760	2827	1421	20	749	758	347	1152
"D29677_at"	789	20	20	20	20	20	471	830	730	610	2193
"D29805_at"	1541	20	978	2087	927	20	395	1007	861	1152	184
"D29810_at"	322	3382	645	559	823	231	20	146	401	76	1209
"D29833_at"	60	20	20	20	20	345	476	20	239	20	889
"D29954_at"	5265	13324	5838	8660	4610	4791	3662	3302	5345	3835	6352
"D29956_at"	617	1410	453	160	385	911	1452	685	1689	438	1095
"D29958_at"	20	420	24	20	20	20	561	686	20	20	76
"D29963_at"	7064	12749	6885	14681	10470	6539	10983	7747	9164	7375	6968
"D29992_at"	445	20	140	20	20	20	222	20	377	20	540
"D30036_at"	1352	3618	3801	2228	1146	2310	1869	592	2351	1401	313
"D30037_at"	141	20	709	20	20	731	140	61	738	20	20
"D30655_at"	14054	7822	16605	5412	18284	25883	21850	14398	28365	17224	8119
"D30715_xpt5_s_at"	1090	3438	969	1010	2904	1290	313	605	766	586	61
"D30742_at"	20	20	20	8	20	389	337	20	20	20	772
"D30755_at"	2487	20	193	4266	20	20	2281	1587	935	1925	1178
"D30756_at"	2940	1160	1544	2443	1350	2179	5114	1631	4503	2860	3912
"D30758_at"	2650	20	4526	6419	20	20	3781	4545	3400	3421	5031
"D31628_s_at"	20	857	148	20	20	20	35	279	411	427	20
"D31716_at"	1431	1835	1231	2494	637	1721	1512	679	1411	661	240
"D31762_at"	937	2449	563	20	1345	20	381	233	1306	588	20
"D31763_at"	20	20	20	272	20	257	236	20	641	37	20
"D31764_at"	20	207	20	20	20	778	1784	20	20	20	20
"D31765_at"	5707	5181	3439	12236	5980	2695	3939	3722	3732	2693	3721
"D31766_at"	3424	2967	2082	3342	2565	2026	2854	3330	3538	1133	845
"D31767_at"	20341	13677	12028	19397	10735	13195	34578	16909	17541	15541	10428
"D31784_at"	634	214	270	635	148	462	88	266	154	473	337
"D31797_at"	191	3891	20	1759	745	423	868	723	8	230	492
"D31815_at"	1248	2719	714	20	1174	907	2120	1320	1364	1487	419
"D31833_s_at"	253	7895	2174	20	20	2052	20	20	39	316	20
"D31840_s_at"	2117	1032	1914	2861	2215	1208	828	1432	571	1827	1914
"D31846_at"	7783	23755	11411	11874	13613	10155	7594	5518	10380	6526	12907
"D31883_at"	15388	13951	21549	21170	17551	11358	24338	18020	10695	24092	37850
"D31884_at"	2664	6594	5379	3383	5867	2496	5166	2853	8332	4860	3346
"D31885_at"	9128	9075	8921	4032	8093	13349	19726	10824	15869	11196	7850
"D31886_at"	20	20	20	20	20	83	20	226	20	160	20
"D31887_at"	597	3781	938	1924	20	41	3008	1989	3258	4686	20
"D31888_at"	744	20	531	345	20	166	532	146	20	327	530
"D31889_at"	999	2415	375	700	20	335	349	20	623	144	275
"D31890_at"	2720	3473	5197	4200	3674	4071	6397	4341	6477	4301	2732
"D31891_at"	2705	5126	3155	2882	1969	1169	2431	2033	4370	2224	4573
"D31897_at"	769	1455	963	20	1073	670	263	1199	463	237	678
"D32001_at"	5004	1440	3682	8025	4569	1088	1901	2998	3132	2721	3593
"D32002_s_at"	20	20	20	20	20	20	20	20	20	20	20
"D32050_at"	12366	9362	12540	9160	8054	10752	14427	10196	16193	10074	11777
"D32129_f_at"	7800	16589	16612	4631	8371	6199	11867	24741	9352	18327	9006
"D32202_at"	544	1648	234	1834	1607	1025	561	1007	525	203	1079
"D37781_s_at"	20	360	358	20	20	20	20	20	20	20	20
"D37931_at"	695	3342	1179	1429	1227	1718	978	798	652	536	20
"D37965_at"	202	20	20	635	138	300	394	20	498	20	20
"D37984_s_at"	20	20	1	20	20	590	22	20	20	20	20
"D38024_at"	2622	20	2212	7501	2475	20	431	157	2137	872	1199
"D38037_at"	20	2838	20	20	527	20	1908	1441	1453	20	20
"D38047_at"	5961	15488	11520	4533	15398	18223	12774	9054	12496	9305	4531
"D38048_at"	4666	2769	5461	2618	6118	9936	6706	4313	6032	3676	4521
"D38073_at"	698	1189	1086	543	1242	1179	461	996	1140	544	239
"D38076_at"	2114	1733	4673	1351	4085	4637	3048	2018	5088	1943	1079
"D38081_at"	197	20	691	20	20	84	227	697	684	39	723
"D38122_at"	20	2161	443	4	65	523	151	95	20	133	278
"D38128_at"	20	204	20	20	20	20	20	20	20	20	20
"D38145_at"	1052	1895	1206	2337	1203	649	269	552	1496	417	953
"D38163_s_at"	20	20	20	20	20	20	79	20	20	20	20
"D38251_s_at"	4418	203	3412	5864	5073	3685	2567	3117	2569	3825	4594
"D38293_at"	2924	1441	20	2030	20	529	2157	904	1911	1104	2035
"D38305_at"	2033	1628	20	3917	20	20	3039	956	4756	4602	1893
"D38437_f_at"	856	20	20	20	20	20	131	252	20	223	20
"D38449_at"	20	20	220	20	637	20	20	20	32	20	145
"D38462_at"	20	20	20	20	20	20	20	173	20	57	16
"D38491_at"	221	3328	659	378	1597	100	169	588	125	277	247
"D38496_s_at"	875	20	2001	1474	408	2566	313	20	1242	1426	567
"D38498_f_at"	709	20	128	3020	2468	20	315	484	400	139	115
"D38500_at"	347	20	357	20	20	20	849	20	245	20	20
"D38502_at"	20	890	1341	20	20	20	433	20	20	148	419
"D38503_at"	84	20	178	248	20	412	145	20	355	36	20
"D38521_at"	746	3533	1054	2779	193	624	678	176	1055	666	914
"D38522_at"	9522	2942	5756	6502	7134	7382	8932	3104	8284	5317	6504
"D38524_at"	1254	3038	467	740	245	384	1210	198	1001	369	1357
"D38535_at"	2791	8286	4842	8961	1345	2090	1140	2944	1937	1579	1960
"D38537_s_at"	307	20	20	291	20	20	20	20	20	83	20
"D38548_at"	2421	4383	1711	531	4010	843	4180	2498	2270	750	3027
"D38549_at"	1757	2634	4498	3588	3310	2933	6908	4944	5635	2804	5305
"D38550_at"	1381	3298	1014	3131	1459	1103	1430	1118	2174	830	2266
"D38551_at"	2606	878	2415	1777	2052	2593	4557	1897	6694	3053	2290
"D38552_at"	642	2709	406	343	379	611	583	293	969	341	87
"D38553_at"	968	2583	179	733	678	20	425	270	1057	715	906
"D38555_at"	1255	1916	1425	20	24	20	2032	1225	2696	2059	1277
"D38583_at"	1206	20	4119	20	20	20	8963	17475	8903	4576	20
"D38751_at"	20	20	20	20	20	20	20	20	20	20	20
"D42038_at"	20	20	20	20	20	20	20	20	20	20	20
"D42039_at"	558	20	20	1085	20	20	20	20	1192	20	20
"D42040_s_at"	287	6479	683	20	5353	2898	2766	1322	1475	1449	447
"D42041_at"	3565	830	3043	2789	4393	3481	4911	3130	5238	2542	2175
"D42043_at"	3817	7125	4256	4632	4767	2618	8796	6760	6056	5903	2342
"D42044_at"	560	2398	858	20	86	69	673	37	1214	27	168
"D42045_at"	20	77	20	20	20	20	20	20	25	20	93
"D42046_at"	2293	11851	3503	3766	5633	3805	1044	1657	2912	2941	1492
"D42047_at"	2623	2554	1021	1628	4367	2311	5005	2242	5205	2895	2076
"D42053_at"	20	4488	2681	20	20	490	1131	788	1362	20	20
"D42054_at"	20	20	316	20	75	20	1529	358	638	750	1120
"D42055_at"	321	20	20	20	20	20	20	20	34	20	20
"D42063_at"	674	4223	20	582	912	621	20	162	420	291	20
"D42072_at"	20	1077	47	20	306	80	20	20	20	20	20
"D42073_at"	754	20	1572	825	510	20	5055	3080	2051	2791	1658
"D42084_at"	867	3581	704	2101	586	816	1034	428	1533	710	216
"D42085_at"	3627	2455	947	6119	1020	741	2088	696	4291	1065	4814
"D42087_at"	684	20	611	1851	1274	1247	2131	771	1113	776	840
"D42108_at"	860	10448	950	1121	1782	990	960	92	821	738	358
"D42123_at"	8905	12437	7394	15641	11948	8642	13367	12641	16553	7696	10026
"D42138_at"	270	348	448	793	813	20	1131	811	985	536	1196
"D43636_at"	634	1281	404	20	673	278	659	435	1313	257	39
"D43638_at"	893	851	426	1585	1474	367	949	710	2023	461	679
"D43642_at"	12089	10028	8426	17944	13608	8571	10650	6262	13493	6383	8225
"D43682_s_at"	12270	26255	14752	8365	16489	12040	7492	14666	14429	16881	12580
"D43767_at"	3742	662	700	8251	1330	20	985	3200	182	538	20
"D43768_at"	20	20	20	20	20	1	20	20	20	20	20
"D43772_at"	20	20	547	1785	20	2491	2871	20	2887	1560	262
"D43947_at"	20	20	182	20	20	255	20	780	247	20	20
"D43948_at"	2731	761	2672	2962	1045	2125	3204	2379	3443	2506	2196
"D43949_at"	2412	11394	5008	3194	3909	4935	4211	2853	7167	3545	5079
"D43950_at"	1516	20	1343	59	20	20	2729	1570	3643	1605	837
"D43951_at"	2434	1579	2208	2476	3013	2421	2698	1686	3542	1625	1788
"D43968_at"	1458	4075	517	3581	1014	20	596	20	1721	294	1096
"D44466_at"	2139	1761	3552	1935	1788	5873	5402	1919	1817	1391	2485
"D45132_at"	650	2001	706	1053	831	599	354	677	931	441	759
"D45248_at"	5616	675	915	2243	1101	1641	3917	5623	4520	1113	1370
"D45370_at"	6544	9678	6797	8976	11114	3570	32092	23226	11889	10418	11691
"D45371_at"	6573	9258	4299	9879	11997	6328	2402	4363	6058	2986	3936
"D45399_at"	547	575	20	1053	3487	666	178	127	20	191	20
"D45906_at"	4516	20	20	1165	1303	2664	2925	1829	20	1197	3378
"D45917_s_at"	264	519	698	24	1117	721	604	508	20	977	285
"D49354_s_at"	393	840	779	20	427	617	60	117	618	243	20
